user_000007	2009-05-03T00:48:08Z	b539e453-c4fe-47e3-8a07-8517eac74429	宇多田ヒカル	1d519592-7875-4ba0-b81c-a8f01dfe77a1	Passion
user_000008	2009-04-09T03:36:46Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T03:36:13Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T03:35:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T03:35:04Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T03:34:31Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T03:34:20Z		G-Bod		Bacil A Vladis - Druhý Dych
user_000008	2009-04-09T03:33:58Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T03:33:24Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T03:32:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T03:32:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T03:31:42Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T03:31:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T03:31:05Z		G-Bod		Slipo A Mr.Brady - Zlý Sen
user_000008	2009-04-09T03:30:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T03:30:02Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T03:29:27Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T03:28:53Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T03:28:19Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T03:27:50Z		G-Bod		Dna A Berezin - Bol Som Ako Ty
user_000008	2009-04-09T03:27:47Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T03:27:13Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T03:26:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T03:26:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T03:25:32Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T03:24:58Z		G-Bod		Čistychov - Dno
user_000008	2009-04-09T03:24:57Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T03:24:24Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T03:23:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T03:23:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T03:22:42Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T03:22:31Z		G-Bod		Predohra (Mayor Zet A Biely)
user_000008	2009-04-09T03:22:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T03:21:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T03:21:01Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T03:20:28Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T03:20:01Z	aee618e2-3a55-4111-bf3c-e61eecd06b2d	Čistychov		Express
user_000008	2009-04-09T03:19:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T03:19:20Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T03:18:46Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T03:18:12Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T03:17:38Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T03:17:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T03:16:54Z		G-Bod		Bacil - Piatok
user_000008	2009-04-09T03:16:31Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T03:15:57Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T03:15:23Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T03:14:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T03:14:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T03:13:48Z		G-Bod		Biely A Čistychov - Zničíme Koberce
user_000008	2009-04-09T03:13:43Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T03:13:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T03:12:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T03:12:01Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T03:11:27Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T03:10:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T03:10:36Z		G-Bod		Row G - Triste Dépard
user_000008	2009-04-09T03:10:20Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T03:09:46Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T03:09:12Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T03:08:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T03:08:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T03:07:32Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T03:07:12Z		G-Bod		Danosť A Decko - Svet Je...
user_000008	2009-04-09T03:06:58Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T03:06:24Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T03:05:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T03:05:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T03:04:42Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T03:04:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T03:03:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T03:03:01Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T03:02:27Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T03:02:07Z		G-Bod		Vladis - Osud
user_000008	2009-04-09T03:01:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T03:01:20Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T03:00:46Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T03:00:12Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T02:59:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T02:59:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T02:58:31Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T02:58:28Z		G-Bod		Názov Stavby - Babylon
user_000008	2009-04-09T02:57:57Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T02:57:23Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T02:57:20Z		G-Bod		Landry - Sekvencie Babylon
user_000008	2009-04-09T02:56:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T02:56:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T02:55:42Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T02:55:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T02:54:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T02:54:13Z		G-Bod		Bacil A Koko Najs - Inflagranty
user_000008	2009-04-09T02:54:01Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T02:53:28Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T02:52:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T02:52:20Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T02:51:47Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T02:51:13Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T02:50:40Z		G-Bod		Danosť A Vakill - Čistý Štít
user_000008	2009-04-09T02:50:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T02:50:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T02:49:31Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T02:48:58Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T02:48:24Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T02:47:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T02:47:17Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T02:46:47Z		G-Bod		Bacil A Vladis - Druhý Dych
user_000008	2009-04-09T02:46:43Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T02:46:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T02:45:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T02:45:01Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T02:44:28Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T02:43:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T02:43:32Z		G-Bod		Slipo A Mr.Brady - Zlý Sen
user_000008	2009-04-09T02:43:21Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T02:42:47Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T02:42:12Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T02:41:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T02:41:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T02:40:31Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T02:40:17Z		G-Bod		Dna A Berezin - Bol Som Ako Ty
user_000008	2009-04-09T02:39:57Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T02:39:24Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T02:38:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T02:38:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T02:37:42Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T02:37:25Z		G-Bod		Čistychov - Dno
user_000008	2009-04-09T02:37:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T02:36:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T02:36:02Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T02:35:28Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T02:34:59Z		G-Bod		Predohra (Mayor Zet A Biely)
user_000008	2009-04-09T02:34:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T02:34:20Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T02:33:47Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T02:33:12Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T02:32:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T02:32:29Z	aee618e2-3a55-4111-bf3c-e61eecd06b2d	Čistychov		Express
user_000008	2009-04-09T02:32:05Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T02:31:31Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	bb33c170-d5c6-4b57-92b5-49a90e02dbcc	Every Chance I Get
user_000008	2009-04-09T02:30:57Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f7742f25-3ba7-406f-b76b-08f13a3015bf	Swing Ya Rag (Feat. Swizz Beatz)
user_000008	2009-04-09T02:30:24Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	9097c513-abd5-47b2-aa9c-90227130635f	Porn Star
user_000008	2009-04-09T02:29:50Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	b441717f-0bae-47e3-b5f5-eef1d2242595	What Up, What'S Haapnin'
user_000008	2009-04-09T02:29:22Z		G-Bod		Bacil - Piatok
user_000008	2009-04-09T02:29:16Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e873b9d7-7619-44bb-aa88-448c5a9ffb1b	Whatever You Like
user_000008	2009-04-09T02:28:42Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	53c0155a-52a6-447a-bd27-337c17803028	My Life Your Entertainment (Feat. Usher)
user_000008	2009-04-09T02:28:09Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	cd1604be-6374-40e1-99c4-863fdf4b2387	No Matter What
user_000008	2009-04-09T02:27:35Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	2e29f9ae-2f7d-4a36-9535-b75b24d8f844	Dead And Gone (Feat. Justin Timberlake)
user_000008	2009-04-09T02:27:01Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	dcc035be-2a09-4893-b8c5-4421c55159ad	Live Your Life (Feat. Rihanna)
user_000008	2009-04-09T02:26:28Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	8c207a19-5dd1-429b-ac9b-51a51da5aa67	On Top Of The World (Feat. Ludacris & B.O.B.)
user_000008	2009-04-09T02:26:16Z		G-Bod		Biely A Čistychov - Zničíme Koberce
user_000008	2009-04-09T02:25:54Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	ae759525-b759-40cf-9bbf-304f1c398977	Ready For Whatever
user_000008	2009-04-09T02:25:20Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	327b119c-6203-42c2-873d-da569a6d5594	I'M Illy
user_000008	2009-04-09T02:24:47Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	e3deaee0-e36d-4f4f-a4e5-5596dfc1528d	56 Bars (Intro)
user_000008	2009-04-09T02:24:12Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	0dd17d49-1b44-47e4-8b11-9942e90c3d72	You Ain'T Missin' Nothing
user_000008	2009-04-09T02:23:39Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.	f3129691-bb89-46b5-8d67-60cb62aba8e8	Slide Show (Feat. John Legend)
user_000008	2009-04-09T02:23:06Z	f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62	T.I.		Swagga Like Us (Feat. Jay-Z, Kanye West, Lil' Wayne)
user_000008	2009-04-09T02:23:03Z		G-Bod		Row G - Triste Dépard
